Title,Link,Content,Label,,
Old picture of Palestinian girl shared to paint Russia-Ukraine conflict narrative,https://dubawa.org/old-picture-of-palestinian-girl-shared-to-paint-russia-ukraine-conflict-narrative/," a facebook post has a claim that an 8-year-old ukrainian little girl confronted a russian combatant, telling him to go back to his country. ",0,,
claim that ecowas’ lagos-abidjan highway cost n167 billion is ,https://dubawa.org/claim-that-ecowas-lagos-abidjan-highway-cost-n167-billion-is-false/," a twitter user claims that the cost for the ecowas 1,000 km lagos-abidjan highway is n167 billion.",0,,
Image doctored to claim pigs lay eggs in China,https://dubawa.org/image-doctored-to-claim-pigs-lay-eggs-in-china/, a user on facebook claims china has implanted chicken organs in pigs to make them produce chicken eggs. ,0,,
Video of Hushpuppi lamenting his experience behind bar is deep fake,https://dubawa.org/video-of-hushpuppi-lamenting-his-experience-behind-bar-is-deep-fake/," tope fasua, a facebook user, shared a video of what appears to be ramon olorunwa abbas, popularly known as hushpuppi, lamenting over his experience behind bars, after he was arraigned by the federal bureau of investigation (fbi) for online financial fraud. ",0,,
how  is claim dubai police arrested 3 nigerian men disguising as women?,https://dubawa.org/how-true-is-claim-dubai-police-arrested-3-nigerian-men-disguising-as-women/, a user on twitter claims that three nigerian men were arrested in dubai whilst faking to be arab women. ,1,,
"Alleged internet fraudster, Hushpuppi, not Dead in US’ custody",https://dubawa.org/alleged-internet-fraudster-hushpuppi-not-dead-in-us-custody/," multiple reports claim that suspected fraudster, ramon abbas, alias hushpuppi, is dead.",0,,
Video of missile raids in Ukraine not recent,https://dubawa.org/video-of-missile-raids-in-ukraine-not-recent/, a viral video on whatsapp showcases shells of missiles alleged to have been released by russia into ukraine.,0,,
Old picture used to depict Russia attack on Ukraine,https://dubawa.org/old-picture-used-to-depict-russia-attack-on-ukraine/, a user on twitter claims the picture of  a  burning inflight  jet was that of the 6th russian aircraft downed by ukraine.,0,,
President Buhari did not threaten to intervene if Russia refuses to back down on Ukraine,https://dubawa.org/president-buhari-did-not-threaten-to-intervene-if-russia-refuses-to-back-down-on-ukraine/, screenshot of a ‘breaking news’ headline has claimed that president buhari is set to intervene if russia refuses to back down on ukraine. ,0,,
Is there a recently discovered breakthrough cure for HIV?,https://dubawa.org/is-there-a-recently-discovered-breakthrough-cure-for-hiv/, a twitter user claims hiv now has a cure after using a novel stem cell transplant approach. ,0,,
PDP did not win all council seats at FCT elections as claimed by this Twitter user,https://dubawa.org/pdp-did-not-win-all-council-seats-at-fct-elections-as-claimed-by-this-twitter-user/, a twitter user claims that the pdp won all chairmanship and councillor seats at the 2022 fct polls.,0,,
how  is it that nirsal cannot trace its loan beneficiaries?,https://dubawa.org/how-true-is-it-that-nirsal-cannot-trace-its-loan-beneficiaries/, a twitter user claims nirsal cannot trace those who took loans from it.,1,,
Obama did not unveil Rochas Okorocha’s 2023 presidential campaign banner,https://dubawa.org/obama-did-not-unveil-rochas-okorochas-2023-presidential-campaign-banner/," a user on whatsapp claims that barack obama, the former president of the united states, unveiled a banner of rochas okorocha’s 2023 presidential campaign to mark his support. ",0,,
"Nigerian government not planning to increase NYSC allowance to ₦45,000",https://dubawa.org/nigerian-government-not-planning-to-increase-nysc-allowance-to-%e2%82%a645000/," multiple facebook, twitter users say the federal government of nigeria is set to increase the nysc allowance from ₦33,000 to ₦45,000.",1,,
EFCC did not sentence 8 suspected internet fraudsters to death,https://dubawa.org/efcc-did-not-sentence-8-suspected-internet-fraudsters-to-death/, a post on the official efcc instagram account alleged that the commission sentenced eight suspected internet fraudsters to death. ,0,,
"Again, scammers pose as Tinubu to defraud online users",https://dubawa.org/again-scammers-pose-as-tinubu-to-defraud-online-users/," a web-based message circulating on whatsapp claims that bola ahmed tinubu is granting nigerians an assistive grant of 25,000 naira.",0,,
Scammers use malicious link in guise of Commonwealth Scholarship Programme to defraud online users,https://dubawa.org/scammers-use-malicious-link-in-guise-of-commonwealth-scholarship-programme-to-defraud-online-users/," a message circulating on whatsapp, claims to offer the 2022/2023 commonwealth scholarship programme",0,,
Nigerian hospitals not offering free DNA tests,https://dubawa.org/nigerian-hospitals-not-offering-free-dna-tests/," a facebook post quoted the health minister to have said that government hospitals across the country would be offering free deoxyribonucleic acid test, also known as dna test, to interested nigerians from june, 2022. ",0,,
"No, COVID-19 vaccines are not prohibited as claimed in this doctored court document",https://dubawa.org/no-covid-19-vaccines-are-not-prohibited-as-claimed-in-this-doctored-court-document/, the screenshot of a document has a claim that the international common law court of justice has prohibited the use of covid vaccines.,0,,
Is Apple developing smart wedding rings to enable couples monitor each other?,https://dubawa.org/is-apple-developing-smart-wedding-rings-to-enable-couples-monitor-each-other/, a viral social media post claims apple info-tech company is making a ‘smart wedding ring’ that makes it possible for couples to spy on each other. ,1,,
Old picture recirculated to claim new set of ritualists arrested in Ogun,https://dubawa.org/old-picture-recirculated-to-claim-new-set-of-ritualist-arrested-in-ogun/," a facebook post with a gory picture suggests there was another ritual killing in ogun state, a few days after some teenagers were caught with a human head in the state. ",1,,
"Continuous voter registration ends in June, not March as claimed in this tweet",https://dubawa.org/continuous-voter-registration-ends-in-june-not-march-as-claimed-in-this-tweet/, a twitter user claims the continuous voter registration (cvr) will end march 22. ,0,,
xenophobia: claim nigerians expelled foreign traders ,https://dubawa.org/xenophobia-claim-nigerians-expelled-foreign-traders-false/, a twitter user shared a video alleging that nigeria is chasing away foreign investors from the country.  ,0,,
NYSC not holding January 2022 allowance of corps members,https://dubawa.org/nysc-not-holding-january-2022-allowance-of-corps-members/," a post, widely circulated on whatsapp, suggests that the national youth service corps (nysc) has put payment of the january 2022 allowance for corps members on hold until further notice. ",0,,
The Sierra Leone football team did not travel by boat to Cameroon for #AFCON2021 as claimed by Football World,https://dubawa.org/the-sierra-leone-football-team-did-not-travel-by-boat-to-cameroon-for-afcon2021-as-claimed-by-football-world/, a popular facebook page named football world claimed that the sierra leone national team arrived in cameroon by boat as a result of inadequate resources to book a flight.,0,,
Experts say consumption of zobo can lead to miscarriage,https://dubawa.org/experts-say-the-consumption-of-zobo-can-lead-to-miscarriage/, a health influencer claims drinking zobo (hibiscus sabdariffa) leads to miscarriage. ,1,,
is it  all former oyo governors died at 71?,https://dubawa.org/is-it-true-all-former-oyo-governors-died-at-71/, a social media post recently claimed that past oyo state governors died at 71.,1,,
Artificially created Garuda Indonesia landing footage recirculated to exaggerate recent accident,https://dubawa.org/artificially-created-garuda-indonesia-landing-footage-recirculated-to-exaggerate-recent-accident/,"on january 5th 2022,  a caspian airline aircraft reportedly lost control of its main gear and was forced to land. however, just a few days after the incident, a video that captured a brief moment of passengers exiting the safely landed plane is now a puppet for fake news purveyors. the clip has now been doctored and is being  recirculated as a recent event to push a false narrative.",0,,
Is UCJ Unilorin the oldest campus news outlet in Nigeria?,https://dubawa.org/is-ucj-unilorin-the-oldest-campus-news-outlet-in-nigeria/, the union of campus journalists (ucj) at the university of ilorin (ucj unilorin) is the oldest campus news outlet in nigeria.,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/,Vaccinated people must be quarantined in winter because they pose a danger.,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/,Unvaccinated people are not dangerous,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/, 95% of seriously ill patients in Israel are vaccinated.,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/,The effectiveness of vaccines is declining or disappearing,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/,Booster jabs will make cases worse,0,,
"Booster jabs make cases worse, vaccines don’t work, other COVID-19 claims fact-checked",https://dubawa.org/booster-jabs-make-cases-worse-vaccines-dont-work-other-covid-19-claims-fact-checked/,Vaccines don’t work,0,,
Is burning paper soaked in honey repulsive for snakes?,https://dubawa.org/is-burning-paper-soaked-in-honey-repulsive-for-snakes/, burning paper soaked in honey is repulsive to reptiles and will chase snakes away from houses and surroundings.,0,,
"RCCG parish, not entire church, launched dating website",https://dubawa.org/rccg-parish-not-entire-church-launched-dating-website/, a viral twitter screenshot claims the rccg launched an online dating website ,1,,
"No, CSO Coalition on Election did not deploy over 700 observers",https://dubawa.org/no-cso-coalition-on-election-did-not-deploy-over-700-observers/," a facebook post by what’s on gambia says the cso coalition on election situation room declared the election was free, fair and transparent. the chairman of the group is quoted to have said: “we had over 700 observers; we did not receive any report of malpractices.”",1,,
Video of Halifa Sallah Accepting Results Dated,https://dubawa.org/video-of-halifa-sallah-accepting-results-dated/,"“counting was done on the spot and all sides knew the results before the iec. so if there are technicalities, they are just technicalities but the fact is already known. we are confident that those facts are incontestable and it is incontrovertible as far as we are concerned that the president-elect, barrow, won,” ",0,,
Gambia Election 2021 Live Fact-Check – Day 2,https://dubawa.org/gambia-election-2021-live-fact-check-day-2/,"A Twitter user,  terry manners (@TelBabey), says The Gambian voters who have smartphones voted under the ‘Marble’ app, while others who do not, cast their vote with marbles in yesterday’s election.",0,,
Gambia Election 2021 Live Fact-Check – Day 2,https://dubawa.org/gambia-election-2021-live-fact-check-day-2/,"A picture in circulation says that the candidates of Independent, GDC, and UDP were in a meeting at the residence of Lawyer Darboe to present joint-party evidence of electoral fraud presented by the IEC in favour of Adama Barrow of the NPP. It further stated that Hon. Halifa Sallah of the PDOIS and Abdoulie Jammeh of the NUP are also on their way to Mr. Darboe’s house to mount a joint challenge of what they call the most fraudulent election.",1,,
Gambia Election 2021 Live Fact-Check – Day 2,https://dubawa.org/gambia-election-2021-live-fact-check-day-2/,"A viral video purportedly shows PDOIS candidate, Halifa Sallah, accepting the results so far declared by the IEC. ",0,,
Gambia Election 2021 Live Fact-Check – Day 2,https://dubawa.org/gambia-election-2021-live-fact-check-day-2/,"A Facebook post by What’s On Gambia says The CSO Coalition on Election Situation Room declared the election was free, fair and transparent. The chairman of the group is quoted to have said: “We had over 700 observers; we did not receive any report of malpractices.",1,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,A viral WhatsApp message says ‘‘IEC is barring people without masks from voting.’’ ,1,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,"A Facebook post by Barrow Media Empowerment claims someone has closed the NPP  ballot drum, urging  IEE to take immediate action. ",0,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,"A Facebook post by Barrow Media Empowerment claims that a popular Imam in The Gambia, Sheikh Imam Abdoulah Fatty, has warned Gambians against voting for the UDP.",0,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,"An image in circulation with the name Kingsport claims the Director of Immigration, Mr. Touray, has sent a verbal order to the security officers stationed at border posts to leave the borders open and allow people to come in and out of the Gambia. ",0,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,"Viral audios claim the ballot drums of the UDP and NPP candidates, Ousainou Darboe and Adama Barrow, respectively, have been filled to capacity in some polling stations and have had to be replaced. One of such audios claims that the Upper Badibou Constituency Chairman, Lamin Bakotong Marong, said: “The UDP ballot drum was filled to capacity and was placed aside. A new one was placed in which people are voting.” ",0,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,Social media users claim voting is still underway (at about 10:27pm Saturday night) in Sukuta despite the official closing of polling stations at 5 pm across the country.,1,,
Gambia Election 2021 Live Fact-Check – Day 1,https://dubawa.org/gambia-election-2021-live-fact-check/,"A Facebook post shared about five hours ago, claims UDP are “occupying [the] IEC building to stop counting”.",0,,
,https://dubawa.org/false-dr-ceesay-and-the-citizens-alliance-party-have-not-endorsed-adama-barrow/, dr. ceesay and the citizens alliance party have endorsed adama barrow for this year’s presidential elections – social media posts. ,0,0,
Can a candidate win an election in The Gambia when the majority of the voters didn’t vote for them?,https://dubawa.org/can-a-candidate-win-an-election-in-the-gambia-when-the-majority-of-the-voters-didnt-vote-for-them/, a twitter user claims an election can be won in the gambia even when the majority of the electorates do not vote for a candidate.,1,,
Debunking the myth about children’s “unusual” growth of first teeth in upper jaw,https://dubawa.org/debunking-the-myth-about-childrens-unusual-growth-of-first-teeth-in-upper-jaw/, there is a popular notion in many parts of the world that it is unusual for a child to grow their upper teeth first.,0,,
Science has not proven the effectiveness of bitter kola as antivenom,https://dubawa.org/science-has-not-proven-the-effectiveness-of-bitter-kola-as-antivenom/, a message currently circulating on whatsapp claims that bitter kola is a snake repellent and snake venom neutralizer.,0,,
"Billionaire kidnapper, Evans, not sentenced to death by court",https://dubawa.org/billionaire-kidnapper-evans-not-sentenced-to-death-by-court/, a facebook user claimed that a notorious kidnapper popularly known as evans has been sentenced to death by the court.,0,,
"Can the mixture of salt, garlic put in different corners of your rooms eradicate wall geckos?",https://dubawa.org/can-the-mixture-of-salt-garlic-put-in-different-corners-of-your-rooms-eradicate-wall-geckos/, a viral message surfaced on whatsapp urging nigerians to put a mixture of salt and garlic in the corners of their rooms to eradicate wall gecko. the warning was followed by a story that a wall gecko fell into a pot of soup prepared by a housewife in nigeria unknown to her and it killed the woman and her 9 children after eating the soup.,0,,
Humanitarian Affairs Minister did not say cash transfer is only for the North,https://dubawa.org/humanitarian-affairs-minister-did-not-say-cash-transfer-is-only-for-the-north/," a viral screenshot claims the minister of humanitarian affairs, sadiya farouk, said the government’s cash transfer policy is only for the north as there are no poor persons in southern nigeria.",0,,
", nphda to engage ad hoc personnel for nationwide mass vaccination campaign",https://dubawa.org/true-nphda-to-engage-ad-hoc-personnel-for-nationwide-mass-vaccination-campaign/, a public announcement claims that the national primary health care development agency (nphcda)  in collaboration with development partners will ramp up covid-19 mass vaccination across the country.,1,,
is twitter user’s claim that intake of smoked or grilled food causes colorectal cancer ?,https://dubawa.org/is-twitter-users-claim-that-intake-of-smoked-or-grilled-food-causes-colorectal-cancer-true/, a twitter user femi (@obaluaye_) claimed that smoked or grilled food contains mutagenic chemicals and cancerous agents that can cause colorectal cancer and damage to the liver and kidney.,1,,
! yoruba not an official language in brazil,https://dubawa.org/false-yoruba-not-an-official-language-in-brazil/, a national newspaper and multiple online platforms claim brazil has adopted yoruba as its official language and that the language would be included in primary and secondary schools curriculum.,0,,
Is PDP Deputy National Youth Leader 60-year-old as claimed?,https://dubawa.org/is-pdp-deputy-national-youth-leader-60-year-old-as-claimed/," following the emergence of 25-year-old muhammad sulaiman as people’s democratic party (pdp), national youth leader, some facebook users claim his deputy, timothy osadolo, is 60-year-old.  ",0,,
"China delivered 60, not 100 armoured vehicles to Nigeria",https://dubawa.org/china-delivered-60-not-100-armoured-vehicles-to-nigeria/," in a facebook post, joe igbokwe, an apc chieftain and special adviser, office of drainage services to the lagos state governor, claimed that china has delivered 100 new armoured vehicles to the nigerian army.",0,,
Did Nigerian court order MTN to pay user N5.5 Million for unlawful deduction of N50?,https://dubawa.org/did-nigerian-court-order-mtn-to-pay-user-n5-5-million-for-unlawful-deduction-of-n50/, a whatsapp message claims that a nigerian court has ordered mobile telecommunication network (mtn) to pay one emmanuel anenih n5.5 million for unlawfully deducting n50 from his airtime. ,1,,
"Are Coca-Cola, Pepsi, other soft drinks potent in putting out fire?",https://dubawa.org/are-coca-cola-pepsi-other-soft-drinks-potent-in-putting-out-fire/," a viral post shared on whatsapp states that to ensure safety in the kitchen, people should always have a bottle of coke or pepsi in the fridge to quench fire.",1,,
Viral Video of Another Fuel Spill Dated!,https://dubawa.org/viral-video-of-another-fuel-spill-dated/," a viral video was shared on  whatsapp and youtube purporting to be another fuel spill following the november 5 tanker explosion at wellington in freetown, sierra leone. the video showed people rushing to collect the spilling liquid. ",0,,
how  is the claim that one can be allergic to semen?,https://dubawa.org/how-true-is-the-claim-that-one-can-be-allergic-to-semen/," a post made by dr. damian avar (@therealsabidoctor) claimed that persons experiencing burning sensation, fever after sex may be allergic to semen.",1,,
"Radiation from phone, not torchlight, causes gas explosion",https://dubawa.org/radiation-from-phone-not-torchlight-causes-gas-explosion/, a post on instablo9ja points to phone torchlight as the cause of a gas explosion that killed a footballer a day before his birthday. ,0,,
Is Diezani’s bra truly the world’s most expensive?,https://dubawa.org/is-diezani-bra-truly-the-worlds-most-expensive/," a facebook user by the name gbola fash and an online platform pegasus reporters claim that nigeria’s former petroleum minister, deizani alison-madueke’s bra is the world’s most expensive bra at $12.5 million (e8.5-million).",0,,
eNaira Scam Alert: CBN not disbursing digital currency to citizens,https://dubawa.org/enaira-scam-alert-cbn-not-disbursing-digital-currency-to-citizens/," a viral whatsapp message claims that the cbn, through the directives of the  minister of finance, is disbursing 50 million enaira currency to citizens who are willing to register for the enaira wallet.",1,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/, a post on nairaland claims a police dig and aig  assigned for the anambra elections have both resigned from the assignment. the post details that: “a deputy inspector general of police (dig) joseph egbunike and assistant inspector general of police (aig) deployed to anambra state for saturday’s governorship election have resigned from the assignment.” ,0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A video shared by a Twitter user, @Real_Amakalke, and many others depicts a rigging galore, allegedly  perpetrated by election officials in Anambra. ",1,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A Facebook page, Gtv-Freedom News Page, posted two images at 10:45a.m., claiming that unknown gunmen are attacking and killing soldiers and police officers in Anambra. ",0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A user on Twitter, BiafraBreakingNews, claims polling units in Onitsha remain empty with Zero voter turnout. ",0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"Valentine Ozigbo, Anambra PDP gubernatorial candidate, said INEC is no longer using incident form. ",1,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,Reports on  ChampionsNews and DailyPost claim the governorship candidate of the African Action Congress (AAC) Chidozie Nwankwo  has stepped down for PDP’s Valentine Ozigbo. ,0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A user on Twitter, @Afrimediaa, claims that ‘unidentified armed men’ have invaded   Aguata LGA, Immaculate Heart Ekwulobia; attacked party agents, electoral officers and made away with election materials and that voting has been cancelled.",0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,A Twitter user @hardynwa claims INEC has extended voting by an hour and that voting will continue on Sunday. ,1,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A viral image claims the APC chairman Anambra state, Chief Basil Ejidike, collapsed after losing his local government to PDP and APGA in ongoing gubernatorial elections in Anambra. ",0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,"A user on Facebook, Ada Biafra shared a statement titled “US Statement on the Upcoming Anambra Elections” which detailed potential sanctions Nigeria would face if the Anambra Elections does not go well. ",0,,
Anambra 2021 Governorship Election Fact-Check,https://dubawa.org/anambra-2021-governorship-election-fact-check/,A post by Anambra Breaking News NG on Facebook claims APC is heading to victory and leads in 7 local government areas in Anambra state.,0,,
"Verification of viral video depicting army shooting points to Enugu, not Anambra",https://dubawa.org/verification-of-viral-video-depicting-army-shooting-points-to-enugu-not-anambra/, a viral whatsapp video claims that soldiers are attacking residents of a community in anambra state.,0,,
Anambra elections: Viral video showing ‘PDP members inducing voters’ fact-checked,https://dubawa.org/anambra-elections-viral-video-showing-pdp-members-inducing-voters-fact-checked/, a video on instagram claims members of the pdp are inducing voters ahead of the anambra state election.,0,,
The International Air Transport Association (IATA) has not banned President Bio from overseas travels,https://dubawa.org/the-international-air-transport-association-iata-has-not-banned-president-bio-from-overseas-travels/, a press release gone viral on social media claims the international air transport association (iata) has banned sierra leone’s president bio from all overseas travels.,0,,
Old report on homosexual marriage recirculated as breaking news,https://dubawa.org/old-report-on-homosexual-marriage-recirculated-as-breaking-news/, a viral whatsapp message claims 47 judges of the world human right court have declared no right to homosexuals.,1,,
viral whatsapp message on intelligence response security tips claiming to be from inspector general of police ,https://dubawa.org/viral-whatsapp-message-on-intelligence-response-security-tips-claiming-to-be-from-inspector-general-of-police-false/,  a viral whatsapp message on security tips claims that the message came from the inspector general of the sierra leone police ambrose sovula. ,0,,
Examining Buhari’s claim middlemen are responsible for rising food prices in Nigeria,https://dubawa.org/examining-buharis-claim-middlemen-are-responsible-for-rising-food-prices-in-nigeria/," nigeria’s president muhammadu buhari recently blamed the increasing cost of food items in the country on middlemen, who he alleged, were hoarding essential commodities for profit.",0,,
Did INEC Advise Anambra Women against using Make-Up on Election Day?,https://dubawa.org/did-inec-advise-anambra-women-against-using-make-up-on-election-day/," a twitter blog claimed that the independent national electoral commission (inec) asked women in anambra to avoid using make-up on november 6, when the state’s gubernatorial election will be held.",1,,
! abba kyari’s suspension not lifted,https://dubawa.org/false-abba-kyaris-suspension-not-lifted/, some online media claim that embattled dcp abba kyari’’s suspension has been lifted.,0,,
true fg debited resident doctors after initially paying their residency allowance,https://dubawa.org/true-fg-debited-resident-doctors-after-initially-paying-their-residency-allowance/, fg debited money paid to resident doctors to suspend strike,1,,
"Beware of fraudsters, Canadian Government does not issue visas through lottery",https://dubawa.org/beware-of-fraudsters-canadian-government-does-not-issue-visas-through-lottery/," a message on whatsapp is imploring nigerians to apply for the 2021/2022 canadian visa lottery online with the claim that it is the quickest way for all foreigners interested in immigrating legally to live, study and work in canada.",0,,
President Bio has not appointed Dr. Sylvia Olayinka Blyden as Information Minister,https://dubawa.org/president-bio-has-not-appointed-dr-sylvia-olayinka-blyden-as-information-minister/, a viral social media press release claims dr. sylvia blyden has been appointed as minister of information.,0,,
Image of Man Lying in Hospital Bed Without Mattress not From Bo Government Hospital in Sierra Leone,https://dubawa.org/image-of-man-lying-in-hospital-bed-without-mattress-not-from-bo-government-hospital-in-sierra-leone/, facebook users claim a picture of a man lying on a dilapidated hospital bed was taken at the bo government hospital in southern sierra leone.,0,,
"This Image of house built on rail track taken in Kenya, not Potiskum, Nigeria",https://dubawa.org/this-image-of-house-built-on-rail-track-taken-in-kenya-not-potiskum-nigeria/," the image of an ongoing construction of a house on a rail line was shared by a facebook user, buzzeemo claiming that a resident of potiskum in yobe state was building a house on a rail line.",0,,
Does a woman’s brain shrink during pregnancy?,https://dubawa.org/does-a-womans-brain-shrink-during-pregnancy/, a twitter user claims that a woman’s brain shrinks during pregnancy and needs up to six months to grow back to its normal size.,0,,
What is the relationship between shisha smoking and breast cancer?,https://dubawa.org/what-is-the-relationship-between-shisha-smoking-and-breast-cancer/, a twitter user claimed that avoiding shisha could help prevent breast cancer.,1,,
", inec yet to commence issuance of pvcs to anambra electorates less than two weeks to election",https://dubawa.org/true-inec-yet-to-commence-issuance-of-pvcs-to-anambra-electorates-less-than-two-weeks-to-election/," a twitter user claimed that the independent national electoral commission (inec) was yet to commence distribution of permanent voters cards (pvcs), days to the 2021 anambra governorship election.",1,,
This is not image of repentant bandit absorbed as customs officer,https://dubawa.org/this-is-not-image-of-repentant-bandit-absolved-as-customs-officer/, multiple social media users claimed that a nigeria customs service officer in a recent viral video is one of the repentant bandits “recruited” into the security forces in the country.,0,,
"UN not offering BSc, MSc, PhD scholarships as claimed in this Facebook post",https://dubawa.org/un-not-offering-bsc-msc-phd-scholarships-as-claimed-in-this-facebook-post/," a sponsored facebook post claims that the united nations is offering fully funded bsc, msc and phd scholarships for international students to study in canada, usa, australia or japan. ",0,,
No evidence okra leaf causes hyper ovulation or makes one conceive twins,https://dubawa.org/no-evidence-okra-leaf-causes-hyper-ovulation-or-makes-one-conceive-twins/,claim : okra leaves can cause hyper ovulation and make one conceive twins or triplets .,0,,
Did Shina Peller say Tinubu should not be anointed Nigeria’s next president?,https://dubawa.org/did-shina-peller-say-tinubu-should-not-be-anointed-nigerias-next-president/," two prominent digital media platforms recently reported that a federal lawmaker, shina peller, said bola tinubu should not be anointed as nigeria’s next president in 2023.",0,,
No Evidence Boko Haram Imposed Sharia Law in Niger State,https://dubawa.org/no-evidence-boko-haram-imposed-sharia-law-in-niger-state/, boko haram imposes sharia in niger state.,0,,
Text message asking users to send ‘W’ to 50017 for cash is scam,https://dubawa.org/text-message-asking-users-to-send-w-to-50017-for-cash-is-scam/," a mobile based message making the rounds claims that  fg has begun  cash transfer to 200,000 nigerians. ",0,,
Can Japanese Water Therapy cure diabetes and cancer?,https://dubawa.org/can-japanese-water-therapy-cure-diabetes-and-cancer/, a message circulating on whatsapp claims that warm water is effective in curing asthma and  17 other health conditions. ,0,,
Did Fayemi ask FG to recruit youth corps members to fight Boko Haram?,https://dubawa.org/did-fayemi-ask-fg-to-recruit-youth-corps-members-to-fight-boko-haram/," many newspapers and blogs recently reported that ekiti state governor, dr kayode fayemi, called on the federal government to recruit nysc corps members to fight boko haram and bandits in nigeria.",0,,
how  is whatsapp claim human beings age from the feet?,https://dubawa.org/how-true-is-whatsapp-claim-human-beings-age-from-the-feet/, a viral whatsapp post claims that ageing starts from the feet upward.,1,,
"No, Paracetamol P-500 Does Not Contain Machupo Virus",https://dubawa.org/no-paracetamol-p-500-does-not-contain-machupo-virus/," a message recently making the rounds across social media advises readers to avoid consuming paracetamol tablets with p-500 written on it. the message states that the tablets contain the deadly machupo virus, which gets transmitted to the person consuming the tablet.",0,,
! whatsapp is not ending ‘tomorrow’ as claimed in this viral audio,https://dubawa.org/false-whatsapp-is-not-ending-tomorrow-as-claimed-in-this-viral-audio/," a message on whatsapp claims that the messaging app is ending tomorrow at 6p.m., although the date of the ‘tomorrow’ in the announcement was not stated. the message claims that users must pay to reopen the app. the message has also been circulating in audio format.",0,,
"Avoid being swindled, Nigerians are currently not eligible for American Visa Lottery",https://dubawa.org/avoid-being-swindled-nigerians-are-currently-not-eligible-for-american-visa-lottery/, a viral whatsapp message claims that american visa lottery application forms are available for people to apply online for the 2021/2022 visa lottery. the message has been shared many times with the indication that nigerians can also apply for the american visa lottery and can legally migrate to the united states of america.,0,,
"Is 10,000 CFA now equal 10,000 Naira as claimed?",https://dubawa.org/is-10000-cfa-now-equal-10000-naira-as-claimed/, a twitter user claims the west african cfa franc is equal to the naira. ,0,,
"FG yet to start payment of stipends to University, Colleges of Education Students",https://dubawa.org/fg-yet-to-start-payment-of-stipends-to-university-colleges-of-education-students/, whatsapp message claims fg has began payment of stipends to university and colleges of education students,0,,
viral voice note on whatsapp billing ,https://dubawa.org/viral-voice-note-on-whatsapp-billing-false/," a viral whatsapp voice note, purportedly made by the director and ceo of whatsapp, claims users will have to start paying for whatsapp services.",0,,
Did UK police arrest six Nigerians for selling black market fuel?,https://dubawa.org/did-uk-police-arrest-six-nigerians-for-selling-black-market-fuel/, a certain website recently claimed that the united kingdom police have arrested six nigerians for selling black market fuel.,0,,
Is Buhari’s photographer’s “Discover Nigeria” recognised by Guinness World Records as largest pictorial book in the world?,https://dubawa.org/is-buharis-photographers-discover-nigeria-recognised-by-guinness-world-records-as-largest-pictorial-book-in-the-world/, a twitter user claimed that the pictorial book unveiled by president muhammadu buhari has been certified by the guinness world records as the world’s largest photo book.,1,,
