Title,Link,Content,Label
"Expressway, other projects credited to ousted Guinean President Alpha Conde false",https://dubawa.org/expressway-other-projects-credited-to-ousted-guinean-president-alpha-conde-false/,Claim: A viral Facebook message has been crediting ousted Guinea President Alpha Conde for some infrastructural development in Guinea with photos of an expressway and a couple of buildings captioning it “See what Alpha Conde Did for Guinea.”,A quarter of the photos are not of Guinean infrastructures and the ones that are include some projects that were not built during Alpha Conde’s era.
Scam! Glo is not giving out 20GB data to Customers as 18th Anniversary Celebration Gifts!,https://dubawa.org/scam-glo-is-not-giving-out-20gb-data-to-customers-as-18th-anniversary-celebration-gifts/,Claim: A WhatsApp message claims  that Globacom Limited (GLO) is giving out 20GB of data valid for 30 days without any recharge  to all its customers in celebration of its 18th anniversary.,The company has confirmed that the claim is not from them. GLO actually offered its prepaid customers in Nigeria N200 airtime (six minutes of talk time) and 200MB of data  from  27th to 29th of August to mark its 18th anniversary celebration. Customers were not required to follow the procedures provided in the viral WhatsApp message.
"Decoration plant, Dieffenbachia, is dangerous but not lethal",https://dubawa.org/decoration-plant-dieffenbachia-is-dangerous-but-not-lethal/,Claim: A post that has been forwarded many times on WhatsApp claims a houseplant is toxic and has killed a child.,"Misleading. Yes, the Diffenbanchia plant exudes some toxic chemicals which might be injurious to health, but it is unlikely to cause death, and within minutes, as claimed in the message. "
"True, urine left in bladder may cause infections",https://dubawa.org/true-urine-left-in-bladder-may-cause-infections/,"Claim: Urine left for long in the bladder can cause kidney infection, urinary tract infection, and other infections. ","True, urine left in the body for long can cause infections to the human body. "
No evidence this couple is mother and daughter getting married,https://dubawa.org/no-evidence-this-couple-is-mother-and-daughter-getting-married/,Claim: A viral WhatsApp image accompanied by a text claims a daughter married her own mother,There is insufficient evidence to show that the image of the couple is that of a daughter marrying her mother
Beware! FoodCo not offering anniversary cash to customers,https://dubawa.org/beware-foodco-not-offering-anniversary-cash-to-customers/,"Claim: A link shared many times on many WhatsApp groups claims that as part of its 40th anniversary, FoodCo Nigeria is offering cash rewards up to 30,000 to its customers. ",The company does not have any programme offering any such rewards. The claim is a bait by scammers to fleece members of the public. 
How true is Bagudu’s claim cattle ranches elsewhere are bigger than some Nigerian states?,https://dubawa.org/how-true-is-bagudus-claim-cattle-ranches-elsewhere-are-bigger-than-some-nigerian-states/,"Claim: The Governor of Kebbi State, Atiku Badugu, said some countries have ranches that are bigger than some states in Nigeria.","The governor’s claim is true. There are ranches that are as big as 24, 000km² in Australia — which is far bigger than Lagos with 3,671km² and some other Nigerian states."
Website asking Nigerians to apply for Nigeria Jubilee Fellows Programme fraudulent,https://dubawa.org/website-asking-nigerians-to-apply-for-nigeria-jubilee-fellows-programme-fraudulent/,"Claim: A WhatsApp message is directing Nigerians to apply for Nigeria Jubilee Fellows Programme (NJFP) recruitment with N80,500 monthly stipend via a website.",The information circulating on WhatsApp urging Nigerians to apply for the Nigeria Jubilee Fellows Programme (NJFP) via a certain link is false. The legitimate link to apply for the programme is https://www.njfp.ng/apply.
Does waxing or shaving of woman’s pubic hair cause microscopic trauma?,https://dubawa.org/does-waxing-or-shaving-of-womans-pubic-hair-cause-microscopic-trauma/,"Claim: A Gynecologist, Dr. Jen Gunther, warned that waxing or shaving of a woman’s pubic hair can cause ‘microscopic trauma’ and lead to infections.",Verdict: Frequently shaving or waxing one’s pubic hair could lead to cuts which in turn aids infection when not properly treated and this can also dampen a woman’s arousal during sexual intercourse.
False! Sokoto State University not recruiting as claimed in viral message,https://dubawa.org/false-sokoto-state-university-not-recruiting-as-claimed-in-viral-message/,Claim: A call for massive recruitment at Sokoto State University ,Viral post making the rounds on WhatsApp seeking interested and qualified candidates for recruitment into Sokoto State University is FALSE. 
Does corn silk cure diseases as claimed in this video?,https://dubawa.org/does-corn-silk-cure-diseases-as-claimed-in-this-video/,"Claim: A viral TikTok video, forwarded many times on WhatsApp in Nigeria, claims corn silk cures several diseases.","More context is needed. While there exists some record that corn silk helps in promoting wellbeing, there is insufficient information about dosage and duration of treatment to cure specific diseases."
"False! Cattle washed away by flood in Mexico, not Nigeria",https://dubawa.org/false-cattle-washed-away-by-flood-in-mexico-not-nigeria/,"Claim: A viral video shows a herd of cattle being washed away by flood in Argungu, Kebbi State of Nigeria.",The claim that a herd of cattle was washed away by flood in Kebbi State is false as the incident happened in Mexico in 2020.
Did 82% of Liberians Agree to Transitional Justice?,https://dubawa.org/did-82-of-liberians-agree-to-transitional-justice/,"Claim: “82.2% of the Liberian population opted for transitional justice or the Palaver Hut discussion to settle issues surrounding our civil war” – Syrenius Cephus, Solicitor General",There is no evidence that 82.2% per cent of the Liberian population opted for Transitional justice or the Palaver hut discussion to settle issues surrounding our civil war.
Experts say mixture of snail slime and evaporated milk cannot cure stroke,https://dubawa.org/experts-say-mixture-of-snail-slime-and-evaporated-milk-cannot-cure-stroke/,Claim: A Facebook user claims water gotten from snails (snail slime) and peak milk can cure partial or full stroke.,The claim that water gotten from snails (snail slime) and peak milk can cure partial or full stroke is false.
Scam Alert: Coca Cola is not Running a Survey,https://dubawa.org/scam-alert-coca-cola-is-not-running-a-survey/,"Claim: A survey about a Coca-Cola Welfare Fund is ongoing with a chance to win money, viral social media posts claim.",The Coca Cola Company says it does not know about the survey. 
Viral Video depicting Christian persecution in Afghanistan false,https://dubawa.org/viral-video-depicting-spree-of-christian-persecution-in-afghanistan-false/,Claim: Viral video on WhatsApp depicts alleged persecution of  Christians in Afghanistan. ,"Viral video making rounds on WhatsApp depicting the  alleged persecution of  Christians in Afghanistan is false. The incident the video depicted actually took place in Colombia, during a nationwide protest that erupted in the country around May this year. "
"True, Samuel Ajayi Crowther authored first ever book written in Igbo Language",https://dubawa.org/true-samuel-ajayi-crowther-authored-first-ever-book-written-in-igbo-language/,"Claim: A Facebook post recently claimed that Samuel Ajayi Crowther wrote the first book in Igbo language, Isoama-Ibo Primer, in 1857.","There is sufficient evidence to conclude that Samuel Ajayi Crowther wrote the first book in Igbo language, the Isoama-Ibo Primer in 1857."
Kamarainba Is Not Dead. He Has Been Granted Bail!,https://dubawa.org/kamarainba-is-not-dead-he-has-been-granted-bail/,Claim: Mohamed Kamarainba Mansaray is dead – social media users ,The 2018 Presidential Candidate in Sierra Leone Mohamed Kamarainba Mansaray appeared at a High Court in Freetown today where he was granted bail.
Facebook account using the image and name of Hon. Yekeh Kolubah and throwing insults is a satire page!,https://dubawa.org/facebook-account-using-the-image-and-name-of-hon-yekeh-kolubah-and-throwing-insults-is-a-satire-page/,Claim: A Facebook page purported to belong to Hon. Yekeh Kolubah is throwing insults at his opponents.,This account is a satire page; the account owner has confirmed that it is meant for fun and memes. It does not have the background knowledge. 
National Intelligence Agency not offering employment through this online call,https://dubawa.org/national-intelligence-agency-not-offering-employment-through-this-online-call/,Claim: A viral message circulating WhatsApp has been urging Nigerians to apply for the National Intelligence Agency (NIA) Recruitment via a portal.,"The information circulating on WhatsApp that the NIA is now recruiting, via a certain portal, is misleading, as verification has revealed that the recruitment process of the Intelligence Agency is secretive."
Igbo passengers not attacked in Plateau. Viral photos from Zimbabwe and elsewhere,https://dubawa.org/igbo-passengers-not-attacked-in-plateau-viral-photos-from-zimbabwe-and-elsewhere/,Claim: Photos widely shared on social media claim to be from a deadly attack on Igbo passengers in Plateau State by the Fulani.,"The photos in circulation are from unrelated events in Zimbabwe and Umuahia, NOT from Plateau."
NNPC’s N287 billion jinx-breaking 2020 profit is not first in 44 years as announced by President Buhari,https://dubawa.org/nnpcs-n287-billion-jinx-breaking-2020-profit-is-not-first-in-44-years-as-announced-by-president-buhari/,Claim: President Buhari claims that NNPC’s  N287 billion naira 2020 profit is the first in 44 years. ,"The claim that NNPC’s  N287 Billion naira 2020 profit is the first in 44 years is false. Financial reports released by the Corporation in 2019 reveal it has also made 111, 591 in 2017. Hence,  this claim is false. "
Image of a village of statues recently went viral. Does this village truly exist in Nigeria?,https://dubawa.org/image-of-a-village-of-statues-recently-went-viral-does-this-village-truly-exist-in-nigeria/,"Claim: A Facebook User, Olododo Media, put up a post with images of statues depicting them to be that of a town where the ancient occupants turned to statues. The user claimed the village is in Esie, Kwara State. ",The statues in the Facebook post are not soapstone statues in Kwara state but the artificially built stones of the Saradiel Village in Sri Lanka.
"No evidence combination of lime leaf extract, hot drink cures toothache",https://dubawa.org/no-evidence-combination-of-lime-leaf-extract-hot-drink-cures-toothache/,Claim: Lime leaves extract and hot drink (ogogoro) cures toothache.,There is no scientific evidence that shows the mixture (lime leaf extract  and ogogoro) works for toothache. 
"Does sleeping without light help fight disease, boost intelligence?",https://dubawa.org/does-sleeping-without-light-help-fight-disease-boost-intelligence/,"Claim: A frequently shared WhatsApp message claims that sleeping at night without light helps to fight disease in the body, boost human intelligence, and make people look younger.","There is no scientific evidence establishing that sleeping at night without light helps to fight disease in the body, boost human intelligence, or make people look younger than people sleeping with light. Meanwhile, sleeping generally helps to boost the immune system and reposition the cells."
Saudi Arabia’s flag was hoisted in NEMA office but it had nothing to do with Islamisation,https://dubawa.org/saudi-arabias-flag-was-hoisted-in-nema-office-but-it-had-nothing-to-do-with-islamisation/,Claim: A screenshot of Nigeria’s National Flag and NEMA flag alongside the Saudi Arabian Flag is making the rounds on social media platforms. It suggests that it is part of plans to Islamize Nigeria.   ,"The screenshot making the rounds on various social medical platforms depicting the flag of Nigeria, NEMA, and that of Saudi Arabia is the norm at any official event between two countries. In this case, it was an event hosted by NEMA at their headquarters in Abuja to commission the newly upgraded ‘Emergency Call Centre’ Supported by King Salman of Saudi Arabia. Thus, the alleged narrative tied to the picture is false. "
University of Oslo not offering fully funded scholarship as claimed in viral WhatsApp message,https://dubawa.org/university-of-oslo-not-offering-fully-funded-scholarship-as-claimed-in-viral-whatsapp-message/,Claim: A viral WhatsApp message claims Oslo University is offering a fully funded scholarship to study free in Norway.,This message is false and misleading. University of Oslo is not offering fully funded scholarships as claimed.
Did President Bio pledge a $200 million donation to Haiti?,https://dubawa.org/did-president-bio-pledge-a-200-million-donation-to-haiti/,Claim: Social media users claim Global Times newspaper had reported that President Bio pledged a $200 million donation to the Haitian government to assist their earthquake victims.,Checks with the Global Times newspaper and their website show that the paper did not carry the story and front page on the alleged date.
Video depicting Boko haram invaded Jos false,https://dubawa.org/video-depicting-boko-haram-invaded-jos-false/,"Claim: A video surfaced on Twitter with the claim that Boko Haram insurgents and bandits have invaded Jos, Nigeria.",The viral video claiming Boko Haram and bandits have invaded Jos is misleading as verification has revealed that the video only showed residents running away from enforcement officers.
"Kano govt claims its first lady did not ‘anoint’ a successor to Ganduje, but here’s what we found out",https://dubawa.org/kano-govt-claims-its-first-lady-did-not-anoint-a-successor-to-ganduje-but-heres-what-we-found-out/,"Claim: The Kano State Government, through the Commissioner for Information, has denied stories widely reported across media platforms that Kano’s powerful First Lady, Hafsat Abdullahi Umar Ganduje, popularly known as ‘Goggo’ had anointed the State Commissioner for Local Government Affairs, Murtala Sule Garo, aka Commander as successor to her husband claiming she was quoted out of context and had only “commended his performance” ","A content analysis of the video footage where the Kano state first lady, Hajiya Hafsat Ganduje made the statement including a careful observation of her disposition, length of time she took in making her point and her statement as translated reveals that she was not quoted out of context as claimed by the Kano State Government. The state governments claim therefore is MISLEADING. "
Facebook post claiming N-power released names of shortlisted candidates true,https://dubawa.org/facebook-post-claiming-n-power-released-names-of-shortlisted-candidates-true/,Claim: A Facebook page posted on August 24th that N-power has started shortlisting its candidates.,"This claim is true, as it was confirmed by one of the candidates and also posted on the N-power website."
Lagos University Teaching Hospital not source of viral WhatsApp message on women’s health,https://dubawa.org/lagos-university-teaching-hospital-not-source-of-viral-whatsapp-message-on-womens-health/,Claim: A WhatsApp message that has been forwarded many times purportedly from Lagos University Teaching Hospital (LUTH) contains several claims about things that are dangerous for women’s health.,"This message is false and misleading; LUTH did not author or authorise the message, while medical experts disagree with some of the claims in the message."
False! Atiku Abubakar did not stand in as groom’s father during Yusuf Buhari’s wedding,https://dubawa.org/false-atiku-abubakar-did-not-stand-in-as-grooms-father-during-yusuf-buharis-wedding/,"Claim: Some Facebook users have circulated the image of Nigeria’s former Vice President, Atiku Abubakar, and that of President Muhammadu Buhari’s only son, Yusuf Buhari during his recent wedding, with messages indicating that the former vice president stood in as father of the groom  during the wedding.","This claim is false as Maman Daura, President Muhammadu Buhari’s nephew, had stood in for Buhari during the wedding where Daura also received the bride on behalf of the young Buhari. "
Do 32% of Nigerians own bitcoin as Twitter CEO claimed?,https://dubawa.org/do-32-of-nigerians-own-bitcoin-as-twitter-ceo-claimed/,"Claim: Jack Dorsey, the chief executive officer (CEO) of Twitter, the microblogging platform, recently tweeted that 32% of Nigerians own Bitcoin.",This piece of information is false. Jack quoted the result of an online poll which only surveyed about 1000-4000 respondents from Nigeria which cannot be used for generalisation.
Michael Jackson did not sing Islamic song that allegedly put Saudi Arabia in debt,https://dubawa.org/michael-jackson-did-not-sing-islamic-song-that-allegedly-put-saudi-arabia-in-debt/,"Claim: A viral video claims the late King of Pop, Michael Jackson, had sung a song titled “waiting for the call” in which he stated that he is waiting for the call of Allah to perform Hajj among his ‘Muslim brothers,’ with further claims that it was purchased by Saudi Arabia by paying off debts accrued during the production and the song is now being used for Hajj operations.","The song in the widely circulated video was sung by Irfan Makki, a Pakistani-Canadian singer with a silky, soothing voice that could pass for Michael Jackson’s, and not by Michael Jackson. Therefore, claims that Michael Jackson sang the song before his death which was later purchased by Saudi Arabia is FALSE."
Viral Claim on President Bio’s Arrival Package False!,https://dubawa.org/viral-claim-on-president-bios-arrival-package-false/,Claim: A viral message on WhatsApp purporting to be from the Sierra Leone People’s Party’s (SLPP) spokesperson claims Sierra Leone President Julius Maada Bio will arrive back in the country from his London trip with a ship carrying tons of rice branded in his political party symbol among other things.,"Both the Acting National Publicity Secretary of the Sierra Leone People’s Party (SLPP), Rtd. Lt. Lahai Leema, and Adviser to the President and Head of Strategic Communications at Office of the President, Dr Patrick Muana, have debunked a message which has gone viral on WhatsApp claiming a list of things President Julius Maada has negotiated on his travels."
"True, Kaduna iron ore mining company is recruiting",https://dubawa.org/true-kaduna-iron-ore-mining-company-is-recruiting/,"Claim: A viral message circulating on  WhatsApp claims that a multi-billion Naira Iron ore mining company located in Gujeni, Kaduna State is recruiting a massive national workforce to resume operation by January 2022.","The claim that a multi-billion Naira Iron ore mining company located in Gujeni, Kaduna State is recruiting a massive national workforce to resume operation by January 2022 is true. Findings reveal the recruitment is already taking place. "
Soldiers did not kill Farakwai youth as widely claimed by Nigerian media,https://dubawa.org/soldiers-did-not-kill-zaria-youths-as-widely-claimed-by-nigerian-media/,"Claim: Nigeria’s Guardian Newspaper, Sahara Reporters, Opera News and other local media claim that soldiers killed and injured Farakwai youths who were chasing bandits from their community on Wednesday, July 21, 2021.  ","The published stories are false and misleading. There is no evidence such incident happened in Kwanar Farakwai Village, Igabi Local Government in Kaduna State."
"No evidence Kenya traveled with 87 athletes, 90 officials to Tokyo Olympics",https://dubawa.org/no-evidence-kenya-traveled-with-87-athletes-90-officials-to-tokyo-olympics/,"Claim: A tweet shared on Twitter claims that Kenya took  87 athletes and 90 officials, a ratio of 1:1, to the Olympics while China took 200 athletes  and 20 officials, a ratio of 1:10","No evidence Kenya took 87 athletes, 90 officials, a ratio of 1:1, to the Tokyo Olympics."
Would kidney stones form in your body if you don’t drink enough water?,https://dubawa.org/would-kidney-stones-form-in-your-body-if-you-dont-drink-enough-water/,Claim: A Facebook post claimed that kidney stones are formed when one does not drink an adequate amount of water.,"Though not drinking enough water can lead to kidney stones, it is not absolute as there are other factors such as diet, bowel conditions, obesity, medications, and family history/genetics which can lead to the formation of kidney stones."
Did the Sierra Leone Government enforce vaccinations to beat vaccine expiry date?,https://dubawa.org/did-the-sierra-leone-government-enforce-vaccinations-to-beat-vaccine-expiry-date/,Claim: Did the Sierra Leone Government enforce compulsory vaccinations for employees of government institutions to accelerate the administration of vaccines before they expire?,"Although one batch of the Oxford-AstraZeneca vaccine in Sierra Leone was to expire a month after the government enforced vaccinations, there is insufficient evidence to show this was the reason for the government’s regulation."
No evidence mixture of kerosene and Insecticide kill head lice,https://dubawa.org/no-evidence-mixture-of-kerosene-and-insecticide-kill-head-lice/,"Claim: Viral reports claimed home remedies such as insecticides, kerosene mixed with substances like camphor kill head lice. ",There is no sufficient evidence that the home remedies mentioned could cure head lice but they are believed to be rather dangerous to human health. 
"Tatabu Bridge collapsed in 2017, not recently as claimed in viral picture",https://dubawa.org/tatabu-bridge-collapsed-in-2017-not-recently-as-claimed-in-viral-picture/,"Claim: A picture making the rounds on social media depicts a collapsed bridge alleged to be in Tatabu, in Niger State. Further, motorists were advised to avoid the road and use the Lokoja bypass instead.   ",Analysis conducted by DUBAWA reveals the picture of the said collapsed bridge was taken in 2017 when it collapsed but was soon after rebuilt and open for use in 2018. Thus this claim is false. 
Scammers use child’s old sick photos to defraud victims online,https://dubawa.org/scammers-use-childs-old-sick-photos-to-defraud-victims-online/,"Claim: Posts on social media are using the photos of a child whom they claim has kidney cancer, to solicit help from people.",These posts are circulated by scammers with the aim of defrauding unsuspecting donors.
"Reno Omokri goofed, FG purchased Tucano jets at $423m, not $593m",https://dubawa.org/reno-omokri-goofed-fg-purchased-tucano-jets-at-423m-not-593m/,"Claim: Former presidential aide, Reno Omokri, claimed the federal government used $593 million to purchase twelve Tucano fighter jets.",The federal government’s purchase of 12 Tucano jets from the United States in a solidified effort against Boko Haram terrorism and banditry did not come at the price of $593m.
"False: Photo of a 10-year old girl giving birth to a girl child did not happen in Lofa County, Liberia",https://dubawa.org/false-photo-of-a-10-year-old-girl-giving-birth-to-a-girl-child-did-not-happen-in-lofa-county-liberia/,"Claim: Photos of a 10-year old girl who gave birth to a girl child have been trending on Facebook, with many claiming that the incident occurred in Lofa County, Liberia.","The county health officer of Lofa County, Dr. John S. Doedeh, has denied the claim. Further research shows the incident occurred in Nigeria where the 10-year old, who was raped, got pregnant and gave birth through caesarean section."
"Two tripoints, not a quadripoint exist at Kazungula on Zambezi River",https://dubawa.org/two-tripoints-not-a-quadripoint-exist-at-kazungula-on-zambezi-river/,Claim: An image shared on Facebook claims Kazungula quadripoint on the Zambezi River as the meeting point for four countries.,The current legal consensus is that two tripoints and not a quadripoint exist at the Zambezi River. The claim is partially false.
Would drinking okra water in the morning treat your diabetes?,https://dubawa.org/would-drinking-okra-water-in-the-morning-treat-your-diabetes/,Claim: Drinking okra water first thing in the morning treats diabetes.,The claim that drinking okra water first thing in the morning treats diabetes is misleading as it is yet to be scientifically and medically proven.
"Sierra Leone’s Historian Professor Joe A. D. Alie is dead!",https://dubawa.org/sierra-leones-historian-professor-joe-a-d-alie-is-not-dead/,"Claim: Several social media posts claim that one of Sierra Leone’s historians, Professor Joe A. D. Alie, is dead.","false"
Does eating food in plastic containers cause different types of cancer?,https://dubawa.org/does-eating-food-in-plastic-containers-cause-different-types-of-cancer/,Claim: A picture appeared recently on both WhatsApp and Facebook claiming that American Doctors Association gave out a warning that eating food in plastic causes 52 types of cancer.,"There is insufficient evidence to substantiate this claim, even though some researchers believe that plastic, especially when heated, may be injurious to human health."
No evidence child’s severe skin condition caused by insect bite,https://dubawa.org/no-evidence-childs-severe-skin-condition-caused-by-insect-bite/,Claim: Boy’s skin peeling off after he was bitten by insect ,There is no evidence the child in the graphic photo was stung by a centipede 
"Records show Theophilus Ogunlesi is Nigeria’s first Professor of Medicine, not Akinkugbe",https://dubawa.org/records-show-theophilus-ogunlesi-is-nigerias-first-professor-of-medicine-not-akinkugbe/,"Claim: a recent Facebook post, Dapo Abiodun, the Governor of Ogun State, claimed Emeritus Professor Theophilus Ogunlesi is the first professor of medicine in Nigeria.","True, Professor Theophilus Ogunlesi is the first professor of medicine in Nigeria."
True! Sucking pregnant woman’s breast makes baby’s breastfeeding easier after delivery,https://dubawa.org/"true-sucking-pregnant-womans-breast-makes-babys-breastfeeding-easier-after-delivery/,Claim: Sucking a pregnant woman’s breast prepares her for breastfeeding after delivery.,"The claim that sucking a pregnant woman’s breast prepares her for breastfeeding after delivery is true. However, it is not suitable for all pregnant women."
"Scammers Pose Tinubu as N19, 800  Grant Donor to Nigerians",https://dubawa.org/scammers-pose-tinubu-as-n19-800-grant-donor-to-nigerians/,"Claim: a certain web-based message making the rounds on different social media platforms claims Tinubu is offering Nigerians 19,800  Naira as part of a support grant. ","The claim that Tinubu is offering Nigerians 19,800  Naira as part of a support grant is false. The associated website is confirmed as fake, a typical one used by charlatans to defraud unsuspecting members of the public. Hence, this claim is false. "
FALSE! University of Western Australia Not Offering ‘SCHOLARSHIP’ As Claimed in Viral Whatsapp Message,https://dubawa.org/false-university-of-western-australia-not-offering-scholarship-as-claimed-in-viral-whatsapp-message/,Claim: A viral WhatsApp message claims Australian authorities are offering fully funded scholarships for international students at the University of Western Australia.,The link in the WhatsApp message does not lead to the official website of the University of Western Australia but to one which requires users to provide some personal details and also to make some payments for visa. 
"MTN Nigeria not celebrating 20th anniversary with N20,000 cash, 5GB data",https://dubawa.org/mtn-nigeria-not-celebrating-20th-anniversary-with-n20000-cash-5gb-data/,"Claim: A viral WhatsApp message claims that mobile telecommunications company, MTN, is giving out N20,000 cash, 5GB worth of data, and cars to celebrate its 20th anniversary in Nigeria.","To mark its 20th anniversary, MTN, instead, gave all its customers free calls of up to 5 minutes, free 200MB data and promised to give 20 Honda HRVs to 20 customers."
Did The UN Issue Alert On Organ Trafficking As Viral Photo Claims?,https://dubawa.org/did-the-un-issue-alert-on-organ-trafficking-as-viral-photo-claims/,Claim: A photo making the rounds on the social media shows an organ trafficking alert purportedly issued by the Office on Drugs and Crime department of the United Organisations (UNODC) urging readers to beware of agents/companies offering them jobs abroad. ,"No, this alert didn’t originate from the UNODC; it’s only a mimicry of another publication on the department’s website. "
US did not give Nigeria 48 hours ultimatum to detain Abba Kyari,https://dubawa.org/us-did-not-give-nigeria-48-hours-ultimatum-to-detain-abba-kyari/,"Claim: Several social media posts claim the United States of America (USA) gave Nigeria’s Federal Government 48 hours to detain suspended Deputy Police Commissioner, Abba Kyari, or face severe sanctions.",The claim is false and misleading. The US did not give Nigerian Federal Government 48 hours ultimatum to detain Abba Kyari.
Old picture used to depict FBI operatives in Nigeria to arrest Abba Kyari,https://dubawa.org/old-picture-used-to-depict-fbi-operatives-in-nigeria-to-arrest-abba-kyari/,Claim: A viral post by Naija Reality news claims that four FBI operatives arrived at the office of the Inspector General of Police in Abuja.,Verification has revealed that there is no public record in any credible platform to show that the viral post circulating social media that four FBI operatives arrived at the Inspector General of Police’s office in Abuja.
"Yes, Oyo Pacesetter Quarry and Asphalt Plant is Now Back to Full Production",https://dubawa.org/yes-oyo-pacesetter-quarry-and-asphalt-plant-is-now-back-to-full-production/,"Claim: Oyo State Governor, Engineer Seyi Makinde, claimed recently that the Oyo State Pacesetter Quarry and Asphalt Plant, concessioned to Caboncor International Technology Limited under a public-private partnership arrangement, had started producing asphalt for the construction of our roads in the state.","Our investigation revealed that the plant is currently functional. Therefore, the governor is correct and the claim is true."
Online posts falsely pass off 2019 photo as Abba Kyari’s extradition to the US,https://dubawa.org/online-posts-falsely-pass-off-2019-photo-as-abba-kyaris-extradition-to-the-us/,"Claim: An image of the suspended Deputy Police Commissioner, Abba Kyari, standing beside a man in a suit in the US to answer allegations over indictment by the FBI.","The viral photo circulating in posts purporting to show that the former head of the police intelligence response unit, Kyari, voluntarily travelled to the US to clear his name over indictment by the FBI is false as it was recycled from 2019."
Scam website offers Commonwealth scholarship,https://dubawa.org/scam-website-offers-commonwealth-scholarship/,Claim: A viral WhatsApp message is urging Nigerians to apply for the 2021 Commonwealth Scholarship to study for free in the UK ,"Even though it is true the Commonwealth is offering fully funded scholarships, findings have revealed that the purported website open for registration is a click bait and the  message is misleading. "
Supplementary list claiming Nigerian Navy recruited 44 candidates from one geo-political zone is false,https://dubawa.org/supplementary-list-claiming-nigerian-navy-recruited-44-candidates-from-one-geo-political-zone-is-false/,Claim: An online medium published a supplementary list of the Nigerian Navy Recruitment  in 2020 claims  all 44 successful candidates are Northerners.,This publication is false and misleading. The Nigerian Navy has debunked the list as fake.
Is there a policy that prevents female military officers from becoming generals,https://dubawa.org/is-there-a-policy-that-prevents-female-military-officers-from-becoming-generals/,"Claim: A Facebook user claims that the highest rank a woman can attain in the Nigerian Armed Forces is two-star general, due to certain policies.",Verdict: The claim is misleading. There are no policies that limit women’s rise in the armed forces.
Is Kano State planning to ban women from driving?,https://dubawa.org/is-kano-state-planning-to-ban-women-from-driving/,Claim: A social media post claims there are plans by the Kano State Government to ban women from driving vehicles in the state.,Verdict: False and Misleading. There is no evidence substantiating this claim.
"True, Nigerian Federal lawmaker threw cash at constituents",https://dubawa.org/true-nigerian-federal-lawmaker-threw-cash-at-constituents/,CLAIM: A viral video allegedly shows Hon. Ibrahim Abuna throwing cash at his people. ,"The claim that Hon. Ibrahim Abuna representing Konduga, Mafa & Dikwa in the House of Representatives is throwing cash at his people as a form of empowerment is TRUE."
The Claim of Deputy Internal Affairs Minister Beaten up for a Woman is not True.,https://dubawa.org/the-claim-of-deputy-internal-affairs-minister-beaten-up-for-a-woman-is-not-true/,Claim: Deputy Internal Affairs Minister Lahai Leema beaten up by an OSD guard because of his girlfriend.,From the analysis done on the images using the Google Reverse Image tool and its glaring explanation of the origin of the photos plus video evidence of the fighting claim clearly states that incidents are not connected to Sierra Leone and the Internal Affairs Minister.  It is therefore a false and misguided claim.
Bill Gates never tweeted on animal slaughtering,https://dubawa.org/bill-gates-never-tweeted-on-animal-slaughtering/,Claim: A viral Twitter Screenshot making rounds on social media claims Bill Gates tweeted in solidarity with the Slaughter of  animals by Muslims during the Eid-El-Kabir celebrations,"No, bill gate didn’t tweet on Eid-el Mubarak"
"False: Sim Swap Fraud Alert Message Impossible, Not From UBA Liberia",https://dubawa.org/false-sim-swap-fraud-alert-message-impossible-not-from-uba-liberia/,Claim: A WhatsApp message purportedly originating from the United Bank for Africa and alerting customers of fraud has been widely circulated on both WhatsApp and Messenger generating tons of reactions. ,The Management of the United Bank for Africa (UBA) Liberia has denied that the message originated from the bank.
"Obi Cubana not celebrating mother’s funeral with a N25,750 giveaway",https://dubawa.org/obi-cubana-not-celebrating-mothers-funeral-with-a-n25750-giveaway/,"Claim: A viral WhatsApp message claims that billionaire businessman, Obi Cubana, is giving out N25,750, as part of plans to celebrate his mother’s funeral.",The claim is FALSE. The website is also found to be phony.
No plane crash at Ilorin Airport as widely reported,https://dubawa.org/no-plane-crash-at-ilorin-airport-as-widely-reported/,Claim: Several social media  platforms claim that there was a plane crash at the Ilorin International Airport on the 22nd of July 2021. It was also tweeted by Sahara Reporter and  BBC English News among others. ,"Findings revealed that although there was a tyre burst of an airplane while it was taxiing at the Ilorin International Airport, there was no crash and no casualties."
"You saw video of this ‘ex-feminist’ crying, begging for husband? It’s satire",https://dubawa.org/you-saw-video-of-this-ex-feminist-crying-begging-for-husband-its-satire/,Claim: A TikTok video that has gone viral on WhatsApp in Nigeria shows a desperate feminist begging for a husband.,"The video is a satire. It was uploaded by a Kenyan lady, Peace Loise Mbae, who produces content around satire, commentary and comedy on TikTok."
No! Sunday Igboho did not go to Beninise Court with an Entourage,https://dubawa.org/no-sunday-igboho-did-not-go-to-beninise-court-with-an-entourage/,Claim: A written text on a viral WhatsApp video claims that a large entourage followed Sunday Igboho to court in Benin Republic.,"The text on the video is misleading. The video was recorded in June, 2021 when Sunday Igboho did a Yoruba Nation Rally in Ekiti State, South West Nigeria."
